#         t          x          y          z         vx         vy         vz
      1.909    133.273     64.988    111.502    136.989    -64.687     31.761
      1.910    133.410     64.924    111.533    136.865    -64.738     31.663
      1.911    133.547     64.859    111.565    136.741    -64.789     31.565
      1.912    133.684     64.794    111.597    136.617    -64.839     31.467
      1.913    133.820     64.729    111.628    136.493    -64.890     31.369
      1.914    133.957     64.664    111.659    136.369    -64.940     31.271
      1.915    134.093     64.599    111.691    136.245    -64.990     31.174
      1.916    134.229     64.534    111.722    136.121    -65.040     31.076
      1.917    134.365     64.469    111.753    135.997    -65.090     30.979
      1.918    134.501     64.404    111.784    135.873    -65.140     30.881
      1.919    134.637     64.339    111.814    135.749    -65.190     30.784
      1.920    134.773     64.274    111.845    135.626    -65.240     30.687
      1.921    134.908     64.209    111.876    135.502    -65.289     30.590
      1.922    135.044     64.143    111.906    135.378    -65.338     30.493
      1.923    135.179     64.078    111.937    135.255    -65.387     30.396
      1.924    135.314     64.013    111.967    135.131    -65.437     30.299
      1.925    135.449     63.947    111.997    135.007    -65.486     30.203
      1.926    135.584     63.882    112.028    134.884    -65.534     30.106
      1.927    135.719     63.816    112.058    134.760    -65.583     30.010
      1.928    135.854     63.750    112.088    134.637    -65.632     29.913
      1.929    135.988     63.685    112.117    134.514    -65.680     29.817
      1.930    136.123     63.619    112.147    134.390    -65.728     29.721
      1.931    136.257     63.553    112.177    134.267    -65.777     29.625
      1.932    136.391     63.487    112.206    134.144    -65.825     29.529
      1.933    136.525     63.422    112.236    134.021    -65.873     29.433
      1.934    136.659     63.356    112.265    133.897    -65.920     29.338
      1.935    136.793     63.290    112.295    133.774    -65.968     29.242
      1.936    136.927     63.224    112.324    133.651    -66.016     29.146
      1.937    137.060     63.158    112.353    133.528    -66.063     29.051
      1.938    137.194     63.092    112.382    133.405    -66.110     28.956
      1.939    137.327     63.026    112.411    133.282    -66.158     28.861
      1.940    137.460     62.959    112.440    133.159    -66.205     28.765
      1.941    137.593     62.893    112.468    133.036    -66.252     28.670
      1.942    137.726     62.827    112.497    132.913    -66.298     28.575
      1.943    137.859     62.761    112.526    132.791    -66.345     28.481
      1.944    137.992     62.694    112.554    132.668    -66.392     28.386
      1.945    138.125     62.628    112.582    132.545    -66.438     28.291
      1.946    138.257     62.561    112.611    132.423    -66.485     28.197
      1.947    138.389     62.495    112.639    132.300    -66.531     28.102
      1.948    138.522     62.428    112.667    132.177    -66.577     28.008
      1.949    138.654     62.362    112.695    132.055    -66.623     27.914
      1.950    138.786     62.295    112.723    131.932    -66.669     27.820
      1.951    138.918     62.228    112.750    131.810    -66.714     27.726
      1.952    139.049     62.162    112.778    131.687    -66.760     27.632
      1.953    139.181     62.095    112.806    131.565    -66.806     27.538
      1.954    139.313     62.028    112.833    131.443    -66.851     27.444
      1.955    139.444     61.961    112.860    131.320    -66.896     27.350
      1.956    139.575     61.894    112.888    131.198    -66.941     27.257
      1.957    139.706     61.827    112.915    131.076    -66.986     27.163
      1.958    139.837     61.760    112.942    130.954    -67.031     27.070
      1.959    139.968     61.693    112.969    130.831    -67.076     26.977
      1.960    140.099     61.626    112.996    130.709    -67.121     26.884
      1.961    140.230     61.559    113.023    130.587    -67.165     26.791
      1.962    140.360     61.492    113.050    130.465    -67.210     26.698
      1.963    140.491     61.424    113.076    130.343    -67.254     26.605
      1.964    140.621     61.357    113.103    130.221    -67.298     26.512
      1.965    140.751     61.290    113.129    130.099    -67.342     26.419
      1.966    140.881     61.222    113.156    129.978    -67.386     26.327
      1.967    141.011     61.155    113.182    129.856    -67.430     26.234
      1.968    141.141     61.088    113.208    129.734    -67.474     26.142
      1.969    141.270     61.020    113.234    129.612    -67.518     26.050
